Date,topic,content,url
2021-04-27T13:48:49.000Z,How Warren Buffett's airline stocks have performed since Berkshire Hathaway sold them,"Warren Buffett has a storied history with airline stocks, once quipping, ""I am Warren and I am an aeroholic."" But the spectacular returns for the industry over the last year are casting a dark cloud on Berkshire Hathaway's decision to dump all of its airline holdings in May 2020 as prices were bottoming. Berkshire loaded up on stock of the four major U.S. carriers in 2016. At the 2020 Berkshire annual shareholders meeting, Buffett said he'd spent $7 billion to $8 billion amassing stakes in Delta Air Lines, United Airlines, American Airlines and Southwest Airlines. He didn't comment on the exit prices except to say, ""We did not take out anything like $7 [billion] or $8 billion."" This contributed to Berkshire's massive $50 billion loss in the first quarter of 2020.  Since then the stocks have taken off, with American and Southwest up over 80% since their May 25, 2020 bottom, while United and Delta are up about 70%. Measuring gains from the May 25, 2020 trough of all four airlines produces even more spectacular results. United was up over 200% over the period, while American was up 190%. The worst losses over the period, which aren't necessarily reflective of Berkshire losses in the positions, were palpable. United was down over 70% at the nadir, and both Delta and American had sunk over 60%. An investment that loses 70% requires a 333% gain to get back to breakeven. Buffett's first investment foray into airlines began with USAir preferred stock in 1989. While Berkshire made money on the dividends, Buffett himself would lament the decision for decades, casting aspersions on the low-profit, expensive nature of the industry. In the same interview where Buffett self-identified as an ""aeroholic,"" he said, ""If a capitalist had been present at Kitty Hawk back in the early 1900s, he should have shot Orville Wright. He would have saved his progeny money. But seriously, the airline business has been extraordinary. It has eaten up capital over the past century like almost no other business because people seem to keep coming back to it and putting fresh money in. You've got huge fixed costs, you've got strong labor unions and you've got commodity pricing. That is not a great recipe for success.""                 ",https://finance.yahoo.com/news/how-warren-buffetts-airline-stocks-have-performed-since-berkshire-hathaway-sold-them-134849843.html
2021-04-26T19:25:54.000Z,Here's what Buffett should have done with Berkshire's airline stocks: Bill Smead,"Smead Capital Management Chief Investment Officer Bill Smead sat down with Yahoo Finance's Jared Blikre to discuss investing in a historic market after the coronavirus pandemic for this special Yahoo Finance Plus webinar. BILL SMEAD: We don't have to use 2020 hindsight. I wrote about what he said that day in a fairly extensive missive that your folks can go back and take a look at at SmeadCat.com. And Charlie and Warren say that successful investing is an unusual combination of patience and aggression. And this is not a criticism of Warren Buffett, because he has been the most brilliant investor of my lifetime and has been a resource and teacher like none other that we can all be very thankful for and grateful for-- but that clip just reminds me that at 90, Warren has lost some of his aggression. And airline stocks are not the kind of stocks that you want to deal with if you've lost some of your aggression, because that business is tough. It's capital-intensive. It's labor-intensive. There are all kinds of things that they don't control that affect their business all the time. And again, the answer to your question is, the airline business will be attractive and has a better moat than it used to, which is what attracted Warren to get back involved in them. But then he got reminded that he should belong to Airlines Anonymous. And by the way, all of us have investors in industries or sectors that we should probably never get involved in. And that has to do with us, not the industry.",https://finance.yahoo.com/video/heres-buffett-done-berkshires-airline-192554756.html
2021-04-26T18:07:38.000Z,Vaccinated Americans will be allowed to visit EU this summer: RPT,"Brian Kelly, The Points Guy Founder & CEO, joins Yahoo Finance’s Sibile Marcellus and Alexis Christoforous to discuss outlook on the travel industry amid vaccinations. ALEXIS CHRISTOFOROUS: You could say we've reached a milestone in this pandemic. Americans who have been fully vaccinated will apparently be allowed to travel to Europe beginning this summer. Here to talk about it is the Points Guy himself, Brian Kelly. Brian, good to see you. I don't know how much information you have on this. I know the president of the European Commission has not exactly given us a timeline quite yet. But how do you think that these countries are going to be able to know for sure that we've been vaccinated? I know they've been talking a long time about the possibility of a vaccine passport. What are you hearing? BRIAN KELLY: Yeah, it's a great point. You know, the president of the EU shocked a lot of us in the industry yesterday by saying that the entire block will be open this summer. However, as we all know in the US, all we have are vaccination cards. They are not the World Health Organization cards. And President Biden has said there will not be a national database of those who are vaccinated. So it's going to take some collaboration with third parties. I know IATA has a travel passport app. But will we ever be able to 100% confirm someone has the vaccine from the US? The answer is, no. SIBILE MARCELLUS: Well, are they going to go off of our word of honor? You know, when you buy a ticket, you say, well, I'm fully vaccinated, then Europe has to let you in. I mean, how is Europe handling traveling within their own bloc with countries there? BRIAN KELLY: Yeah, you know, it's going to be up to the discretion of the border agent. Hopefully they have an app where you can get preclearance in advance. Because if they don't have that sort of assurance that you're actually going to be able to get let in, they're not going to see the levels of tourists that they're hoping-- that they, frankly, need. Countries like Portugal and Greece need people to feel comfortable coming back.               ",https://finance.yahoo.com/video/vaccinated-americans-allowed-visit-eu-180738248.html
2021-04-26T12:35:00.000Z,3 Stocks to Avoid This Week,https://www.fool.com/investing/2021/04/26/3-stocks-to-avoid-this-week/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,https://finance.yahoo.com/m/f6b88690-bc05-3879-b415-3098c083f6ed/3-stocks-to-avoid-this-week.html
2021-04-26T09:36:12.000Z,U.S. Airlines Gain; Sales Gradually Recovering As Europe Reopens,"By Dhirendra Tripathi Investing.com – Shares of American airline companies were up premarket Monday as number of bookings suggest more people are willing to travel amid vaccination rollouts and onset of summers. American Airlines (NASDAQ:AAL) stock was up 2% while Delta (NYSE:DAL), United (NASDAQ:UAL) and JetBlue (NASDAQ:JBLU) were all up just over 1%. Airline system sales fell 64.1% for the week ending April 18, compared with the level seen for the same week in 2019 when the world hadn’t heard of Covid-19, according to research from Bank of America (NYSE:BAC). That marks a sequential improvement from the -66.3% and -69.8% levels of the prior two weeks. The bank added domestic leisure is maintaining its strong run with tickets sold for this segment through online agencies down only 0.4% against the 2019 level. In expectation of traffic improving further, with customers stuffed full of cash given the hefty levels of fiscal stimulus, airlines like American, Jet, United have also been adding capacities on both domestic and international routes with plans for more. Adding to the growing air of confidence surrounding the battered travel sector, Ursula von der Leyen, president of the European Commission, told The New York Times Sunday that the European Union would likely allow fully vaccinated U.S. tourists to visit the region this summer, potentially helping the European tourist economy recover during its crucial summer season. Related Articles U.S. Airlines Gain; Sales Gradually Recovering As Europe Reopens Supreme Court seeks U.S. government views on VW emissions case Wall Street Opens Higher Ahead of Fed, Tech Earnings Deluge; Dow up",https://finance.yahoo.com/news/u-airlines-gain-sales-gradually-093612129.html
2021-04-25T16:08:00.000Z,JetBlue and American Airlines Add Routes as Alliance Faces Antitrust Scrutiny,https://www.fool.com/investing/2021/04/25/jetblue-and-american-airlines-add-routes-as-allian/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,https://finance.yahoo.com/m/41a1524a-e158-3a4f-bd1d-2ab58bf675f2/jetblue-and-american-airlines.html
2021-04-23T18:30:00.000Z,Why American Airlines Stock Is Higher Today,https://www.fool.com/investing/2021/04/23/why-american-airlines-stock-is-higher-today/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,https://finance.yahoo.com/m/6629cd51-ea04-38e2-b546-06ecb9bc09d2/why-american-airlines-stock.html
2021-04-23T15:28:00.000Z,American Airlines Should Be a Summer-Travel Winner. Its Stock Is a High-Risk Bet.,https://www.barrons.com/articles/american-airlines-should-be-a-summer-travel-winner-its-stock-is-a-high-risk-bet-51619191701?siteid=yhoof2,https://finance.yahoo.com/m/20c8774b-db58-3e76-aa71-283188d8cfca/american-airlines-should-be-a.html
2021-04-23T12:22:00.000Z,American Airlines Earnings: High Costs Mar Revenue Recovery,https://www.fool.com/investing/2021/04/23/american-airlines-earnings-high-costs-mar-revenue/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,https://finance.yahoo.com/m/4ae8dee5-63ae-37e8-9b62-4922352be15e/american-airlines-earnings-.html
2021-04-23T12:00:00.000Z,American Airlines stock bounces after Raymond James analyst backs away from bearish stance,https://www.marketwatch.com/story/american-airlines-stock-bounces-after-raymond-james-analyst-backs-away-from-bearish-stance-2021-04-23?siteid=yhoof2,https://finance.yahoo.com/m/043d18d9-f938-35ea-a00b-3a7658c04498/american-airlines-stock.html
2021-04-22T22:01:14.000Z,American Airlines Group (AAL) Q1 2021 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/04/22/american-airlines-group-aal-q1-2021-earnings-call/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,https://finance.yahoo.com/m/976da6e8-481a-36ef-9b5e-3a824f0ba1e9/american-airlines-group-aal-.html
2021-04-22T20:03:05.000Z,"American Airlines, Southwest Report Steep Losses But See Demand Improving",https://www.investors.com/news/aal-stock-luv-stock-american-airlines-southwest-earnings-q1-2021/?src=A00220,https://finance.yahoo.com/m/6411ac68-a258-3ef7-ae72-b1cc901b8659/american-airlines-southwest.html
2021-04-22T19:13:42.000Z,Why Southwest CEO Gary Kelly is 'euphoric' about airline recovery,"Southwest Airlines (LUV) released earnings that beat expectations on Thursday morning, and CEO Gary Kelly told Yahoo Finance Live that his mood is ""euphoric"" as passengers return to the skies.  The airline boosted flight activity by 50% on March 11 and added 1,000 daily departures, Kelly pointed out to Yahoo Finance. Operating revenue, $2.1 billion, was down year over year 51% and down 60% compared to 2019 but still beat analysts' expectations, according to the first-quarter earnings results.  While Southwest posted a $116 million profit, the airline would have had a $1 billion loss for the quarter if it had not received aid from the federal government. Still, booking trends have improved, and Southwest projects operating revenue in May will be down 35% to 40%. ""We can actually forecast June to the point where we think it could be break-even or even positive cash flow,"" Kelly said. ""Gives us a lot of confidence that the worst is behind us."" Southwest ended the quarter with $15.3 billion in liquidity and an increase in ASMs (available seat miles) or capacity, which will allow it to accommodate pandemic fatigued Americans who are ready to travel. ""We believe there is significant pent-up demand for leisure travel and are optimistic about summer 2021,"" the airline told investors in its Q1 earnings report. The improving trends explain why Southwest is flying high heading into the summer travel season. But Kelly cautioned a similar trend last year stalled when the pandemic intensified.  ""You know we had a faint last year in June, July where things were improving and we were extrapolating those trends into the fall and boosted our flight activity and it turned out to be premature,"" he said. But this time, Kelly says vaccines that prevent serious COVID-19 illness, which started becoming available in January, are making a big difference. ""And so finally, January, February with the vaccines rolling out we began to see a change,"" Kelly added.           ",https://finance.yahoo.com/news/southwest-ceo-gary-kelly-is-euphoric-about-airline-recovery-191342217.html
2021-04-22T16:27:22.000Z,WRAPUP 1-Vaccines put U.S. airlines on runway to recovery,"(Updates shares, adds pilot hiring plans and Alaska Air results) By Sanjana Shivdas and Ankit Ajmera April 22 (Reuters) - U.S. carriers American Airlines and Southwest Airlines on Thursday signaled slower cash burn and pointed to a rebound in summer bookings as accelerated COVID-19 vaccinations make more people confident about traveling again. After nearly a year in the doldrums due to the pandemic, airlines are seeing light at the end of the tunnel with over 50% of the U.S. population having received one dose of the vaccine. ""March was clearly a significant improvement over January and February and guidance is for continued improvement into the June quarter and the summer beyond it,"" Cowen and Co analyst Helane Becker said. Southwest forecast second-quarter average daily core cash burn between $2 million and $4 million, compared with about $13 million per day in the prior quarter. American said average daily cash burn slowed to $4 million in March, while its overall average daily cash burn rate was about $27 million in the first quarter. Southwest said it expects second-quarter capacity to rise about 90% from a year earlier, while American sees capacity to be down between 20% and 25% compared with 2019, slowing from a 35% fall in the previous quarter. Southwest shares rose 1.7%, while American Airlines stock was marginally down. American has a bigger exposure to international travel, which is not expected to rebound soon as most borders remained closed, analysts have said. ""I know (the Biden administration) understands the importance of restoring international travel to the economy,"" American Airlines CEO Doug Parker said. ""We all need to go look at this in a risk-based way. No one wants to rush for certain, and no one's pushing that either."" Southwest is recalling some furloughed pilots and flight attendants, while American plans to do it later this year to prepare for 2022. Meanwhile, operating revenue at the companies fell more than 50%, slower than the about 65% fall in the fourth quarter. Alaska Air Group also forecast improving cash flow from operations after reporting a smaller-than-expected loss. (Reporting by Sanjana Shivdas and Ankit Ajmera in Bengaluru; Editing by Sriraj Kalluvila)",https://finance.yahoo.com/news/wrapup-1-vaccines-put-u-162722197.html
2021-04-22T15:40:03.000Z,American Airlines' (AAL) Q1 Loss Narrower Than Expected,"American Airlines’ AAL first-quarter 2021 loss puts it in the same boat of Alaska Air Group ALK, United Airlines UAL and Delta Air Lines DAL as all suffered a similar setback. The airline incurred a loss (excluding $2.35 from non-recurring items) of $4.32 per share, comparing favorably with the Zacks Consensus Estimate of a loss of $4.35. However, quarterly loss per share was wider than the year-ago loss of $2.65. Moreover, operating revenues of $4,008 million slumped 52.9% year over year and also fell short of the Zacks Consensus Estimate of $4,031 million. Passenger revenues, which accounted for bulk of the top line (79.3%), plunged 58.6% to $3,179 million. Cargo revenues surged in excess of 100% to $315 million, driven by the carrier’s focus on its cargo unit in the face of dwindling passenger revenues. Cargo yield per ton mile jumped 76% in the first quarter of 2021. Other revenues dropped 25.3%. Total revenue per available seat mile (TRASM: a key measure of unit revenues) decreased 22.6% year over year to 10.61 cents in the reported quarter on a consolidated basis. Further, passenger revenue per available seat miles (PRASM) fell 31.9% to 8.42 cents in the period. Moreover, consolidated yield was down 16.8%. While consolidated traffic (measured in revenue passenger miles) plummeted 50.3%, capacity (measured in average seat miles) contracted 39.2%. Consolidated load factor (percentage of seats filled by passengers) decreased 13.2 percentage points to 59.5% as traffic decline was more than the capacity reduction. Total operating costs (on a reported basis) declined 51.9% year over year to $5,323 million with expenses pertaining to aircraft fuel and related taxes tumbling 42%. However, consolidated operating costs per available seat mile (CASM: excluding fuel and special items) shot up 21.1% to 19.19 cents due to weak capacity. With a portion of the fleet remaining grounded/under-utilized, fuel gallons consumed tanked 37.2%. Average fuel price per gallon (including related taxes) also fell 7.4% to $1.70.      ",https://finance.yahoo.com/news/american-airlines-aal-q1-loss-154003645.html
2021-04-22T14:43:28.000Z,Vaccines put U.S. airlines on runway to recovery,"By Sanjana Shivdas and Ankit Ajmera (Reuters) - U.S. carriers American Airlines and Southwest Airlines on Thursday signaled slower cash burn and pointed to a rebound in summer bookings as accelerated COVID-19 vaccinations make more people confident about traveling again. After nearly a year in the doldrums due to the pandemic, airlines are seeing light at the end of the tunnel with over 50% of the U.S. population having received one dose of the vaccine. ""March was clearly a significant improvement over January and February and guidance is for continued improvement into the June quarter and the summer beyond it,"" Cowen and Co analyst Helane Becker said. Southwest forecast second-quarter average daily core cash burn between $2 million and $4 million, compared with about $13 million per day in the prior quarter. American said average daily cash burn slowed to $4 million in March, while its overall average daily cash burn rate was about $27 million in the first quarter. Southwest said it expects second-quarter capacity to rise about 90% from a year earlier, while American sees capacity to be down between 20% and 25% compared with 2019, slowing from a 35% fall in the previous quarter. Southwest shares rose 1.7%, while American Airlines stock was marginally down. American has a bigger exposure to international travel, which is not expected to rebound soon as most borders remained closed, analysts have said. ""I know (the Biden administration) understands the importance of restoring international travel to the economy,"" American Airlines CEO Doug Parker said. ""We all need to go look at this in a risk-based way. No one wants to rush for certain, and no one's pushing that either."" Southwest is recalling some furloughed pilots and flight attendants, while American plans to do it later this year to prepare for 2022. Meanwhile, operating revenue at the companies fell more than 50%, slower than the about 65% fall in the fourth quarter. Alaska Air Group also forecast improving cash flow from operations after reporting a smaller-than-expected loss. (Reporting by Sanjana Shivdas and Ankit Ajmera in Bengaluru; Editing by Sriraj Kalluvila)",https://finance.yahoo.com/news/vaccines-put-u-airlines-runway-144328440.html
2021-04-22T14:39:02.000Z,Weekly Jobless Claims Came in Lower-than-Expected,"Ahead of today’s opening bell, we see a new low for Initial Jobless Claims in the pandemic era: 547K new claims were made last week, below the 603K analysts were expecting and notably below the upwardly revised 586K from the previous week. A year ago, we were still seeing almost 3 million more new jobless claims than we do now. Obviously, we’re not yet close to pre-pandemic levels, but if we continue at this pace, we’ll shed another 1/3 of our totals over the next 12 weeks.

Continuing Claims of 3.67 million also made a new low since the pandemic began to squeeze the labor force, down from the downwardly revised 3.71 million the previous week. These longer-term claims are reported a week previous to initial claims, so indications are for this trend to keep sloping lower. We also continue to absorb very long-term and other forms of pandemic-induced unemployment via Pandemic Unemployment Assistance (PUA), which is being kept in place for now.

AT&T T posted a better quarter than expected in its Q1 earnings release before today’s opening bell, with 86 cents per share reported for the quarter a 9-cent beat over the Zacks consensus, 2 cents higher than Q1 2020. Revenues also came in hotter than projections indicated: $43.94 billion from $42.76 billion consensus. With stronger competition than ever before in telecom services and streaming entertainment, this strong Q1 report is sending T shares up 4%, swinging to positive for the year. For more on T's earnings, click here.

Southwest Airlines LUV beat expectations by a solid dime to a quarterly loss of $1.72 per share. Revenues also topped the Zacks consensus slightly, to $2.05 billion in the quarter from $2.03 billion estimated. The company is “hopeful” it can bring to an end its cash burn by June, the end of the current quarter. With travel plans picking up, we expect major airlines to climb out of their pandemic holes. Shares are up 2.5% in early trading. For more on LUV's earnings, click here.

American Airlines AAL posted mixed results in its Q1 earnings report this morning: -$4.32 per share was a 3-cents beat over estimates, while $4.01 in quarterly sales was slightly under the $4.03 billion expected — 53% lower on the top line than in the year-ago quarter. But American announced it has already turned cash-flow positive during Q1, so performances from here may be even more optimistic. Shares have gained 3% on the news ahead of the opening bell. For more on AAL's earnings, click here. Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report
 
AT&T Inc. (T) : Free Stock Analysis Report
 
Southwest Airlines Co. (LUV) : Free Stock Analysis Report
 
American Airlines Group Inc. (AAL) : Free Stock Analysis Report
 
To read this article on Zacks.com click here.
 
Zacks Investment Research",https://finance.yahoo.com/news/weekly-jobless-claims-came-lower-143902841.html
2021-04-22T14:28:02.000Z,"Jobless Claims Hit Pandemic Lows; Plus Q1 for T, LUV, AAL","Thursday, April 22, 2021

Ahead of today’s opening bell, we see a new low for Initial Jobless Claims in the pandemic era: 547K new claims were made last week, below the 603K analysts were expecting and notably below the upwardly revised 586K from the previous week. A year ago, we were still seeing almost 3 million more new jobless claims than we do now. Obviously, we’re not yet close to pre-pandemic levels, but if we continue at this pace, we’ll shed another 1/3 of our totals over the next 12 weeks.

Continuing Claims of 3.67 million also made a new low since the pandemic began to squeeze the labor force, down from the downwardly revised 3.71 million the previous week. These longer-term claims are reported a week previous to initial claims, so indications are for this trend to keep sloping lower. We also continue to absorb very long-term and other forms of pandemic-induced unemployment via Pandemic Unemployment Assistance (PUA), which is being kept in place for now.

AT&T T posted a better quarter than expected in its Q1 earnings release before today’s opening bell, with 86 cents per share reported for the quarter a 9-cent beat over the Zacks consensus, 2 cents higher than Q1 2020. Revenues also came in hotter than projections indicated: $43.94 billion from $42.76 billion consensus. With stronger competition than ever before in telecom services and streaming entertainment, this strong Q1 report is sending T shares up 4%, swinging to positive for the year. For more on T's earnings, click here.

Southwest Airlines LUV beat expectations by a solid dime to a quarterly loss of $1.72 per share. Revenues also topped the Zacks consensus slightly, to $2.05 billion in the quarter from $2.03 billion estimated. The company is “hopeful” it can bring to an end its cash burn by June, the end of the current quarter. With travel plans picking up, we expect major airlines to climb out of their pandemic holes. Shares are up 2.5% in early trading. For more on LUV's earnings, click here.

American Airlines AAL posted mixed results in its Q1 earnings report this morning: -$4.32 per share was a 3-cents beat over estimates, while $4.01 in quarterly sales was slightly under the $4.03 billion expected — 53% lower on the top line than in the year-ago quarter. But American announced it has already turned cash-flow positive during Q1, so performances from here may be even more optimistic. Shares have gained 3% on the news ahead of the opening bell. For more on AAL's earnings, click here.

Questions or comments about this article and/or its author? Click here>>    ",https://finance.yahoo.com/news/jobless-claims-hit-pandemic-lows-142802211.html
2021-04-22T14:25:27.000Z,"American, Southwest, Alaska Report Today With Focus On Summer Travel Demand","It’s a busy day for the airlines as three major carriers report and investors wait to hear what they might say about summer travel trends. In the meantime, broader market action looks a little unsettled to start the day without much direction one way or another. It might be a bit of a wait-and-see kind of day, but the news is starting to trickle in and a lot of it looks positive. First of all, initial jobless claims fell to 547,000 last week, down from a revised 586,000 the week before. It’s a new post-Covid low for this metric, but still about double what we saw before the pandemic. You never want to make too much of one number, but you continue to see the trend move in the right direction and that’s what you want. If you read this column yesterday, you might remember we suggested that Wednesday could be a test of market sentiment after a two-day pullback. If yesterday was actually a test, it passed with flying colors, with the major indices solidly in the green. The Russell 2000 (RUT) small-cap index, which had been under more pressure earlier this week than its fellow indices, actually had a great day and rose more than 2%. While yesterday’s weather was sunny on Wall Street, keep in mind that it followed two days of rain, so basically we’re back to where we started the week. Stocks did see some buying in the final hour yesterday, which can sometimes indicate a chance for follow-through. However, the overnight session featured a bit of weakness, so it’s unclear if spillover buying is in store. Checking overseas, the European Central Bank (ECB) kept rates and bond-buying unchanged Thursday. Neither is really a big surprise, so it’s probably not a market-moving event. Earnings continue to drive the day, and so far they’ve been pretty good. Basically, if you beat consensus on revenue, you’re fine, but if a company misses on revenue, they’re getting hammered. People also want to see companies paint a better picture of the future.                             ",https://finance.yahoo.com/news/american-southwest-alaska-report-today-142527341.html
2021-04-22T14:21:31.000Z,WRAPUP-Vaccines put U.S. airlines on runway to recovery,"By Sanjana Shivdas and Ankit Ajmera April 22 (Reuters) - U.S. carriers American Airlines and Southwest Airlines on Thursday signaled a slower cash burn and pointed to a rebound in summer bookings as accelerated COVID-19 vaccinations make more people confident about traveling again. After nearly a year in the doldrums due to the pandemic and accompanying travel restrictions, airlines are seeing light at the end of the tunnel with over 50% of the U.S. population having received one dose of the vaccine. ""March was clearly a significant improvement over January and February and guidance is for continued improvement into the June quarter and the summer beyond it,"" Cowen and Co analyst Helane Becker said. ""The airlines are turning their attention to paying down some of the debt they took on to get through the pandemic which is encouraging."" Southwest forecast second-quarter average daily core cash burn between $2 million and $4 million, compared with about $13 million per day in the previous three months. American, on the other hand, said average daily cash burn slowed to $4 million in March, while its overall average daily cash burn rate was about $27 million in the first quarter. Southwest said it expects second-quarter capacity to rise about 90% from a year earlier, while American sees capacity to be down between 20% and 25% compared with 2019, slowing from a 35% fall in the first quarter. Southwest shares were up 1%, while American Airlines stock was down marginally. American has a bigger exposure to international travel, which is not expected to rebound in the summer as most borders remained closed, analysts have said. ""I know (the Biden administration) understands the importance of restoring international travel to the economy,"" American Airlines Chief Executive Officer Doug Parker said. ""We all need to go look at this in a risk-based way. No one wants to rush for certain, and no one's pushing that either."" Meanwhile, operating revenue at both the companies fell more than 50%, but slowed from an about 65% fall in the fourth quarter. (Reporting by Sanjana Shivdas and Ankit Ajmera in Bengaluru; Editing by Sriraj Kalluvila)",https://finance.yahoo.com/news/wrapup-vaccines-put-u-airlines-142131686.html
2021-04-22T13:46:00.000Z,"How to Trade Southwest, Spirit, American Air After Earnings Reports",https://www.thestreet.com/investing/how-to-trade-airline-stocks-luv-aal-save-after-reports-april-2021?puc=yahoo&cm_ven=YAHOO,https://finance.yahoo.com/m/f785ef4b-7f1d-353b-94fe-1377520c31d2/how-to-trade-southwest-.html
2021-04-22T13:24:37.000Z,"Southwest earnings beat, revenue miss; Alaska Air posts narrower-than-expected loss","Yahoo Finance’s Myles Udland, Brian Sozzi, and Julie Hyman break down how the airline industry faired in the first quarter of 2021. MYLES UDLAND: --at what we're seeing over in some of those stocks in the premarket, the stocks of all those that we mentioned in the open, Southwest, Alaska, and American, up about 3% in premarket here, following their latest quarterly reports. And let's just start, guys, with the story at American and the story at Southwest, which is similar in that better than expected performance on the top and the bottom lines, smaller than expected quarterly loss, and both companies pointing towards a point at which they would be breakeven on a cash flow basis. Both companies still losing money. American is now excited about a $27 million per day cash burn. Southwest, obviously, is a much smaller airline, talking about a $2 million to $4 million per day cash burn. But both companies here, guys, really talking, as I think we can sort of feel all around us, the reopening trade and likely a buoyant summer, at least for domestic travel. Better news, obviously, for Southwest specifically than American. But Julie, there's certainly-- certainly, the airlines, I think, all else equal, we sat them down this time last year, they would be quite pleased to be seeing the trajectory that these businesses have been on over the last quarter. JULIE HYMAN: Yeah. And to your point, it does seem like the domestically focused smaller airlines are going to be better positioned here. Alaska also reported this morning. And there too we saw some similar trends in terms of a narrower loss than expected, revenue better than expected, load factor better than expected. And their cash flow actually already turned positive in March. So you're talking about a smaller airline there as well, and obviously domestically focused. So that seems to be more of an advantage in this point in time. When you talk about getting back to where we were, I mean, the milestone at Southwest that it's pointing to is that by summer, the number of its flights will be almost at the level of 2019. So you know, you wrote about it in this Morning Brief this morning, talking that companies are sort of taking last year out of the equation, in some cases, in terms of their commentary and now comparing things to 2019. So that would definitely be sort of the benchmark for the airlines, if they can get back to those levels.     ",https://finance.yahoo.com/video/southwest-earnings-beat-revenue-miss-132437994.html
2021-04-22T12:15:12.000Z,"American Airlines (AAL) Reports Q1 Loss, Lags Revenue Estimates","American Airlines (AAL) came out with a quarterly loss of $4.32 per share versus the Zacks Consensus Estimate of a loss of $4.35. This compares to loss of $2.65 per share a year ago. These figures are adjusted for non-recurring items. This quarterly report represents an earnings surprise of 0.69%. A quarter ago, it was expected that this world's largest airline would post a loss of $3.92 per share when it actually produced a loss of $3.86, delivering a surprise of 1.53%. Over the last four quarters, the company has surpassed consensus EPS estimates three times. American Airlines, which belongs to the Zacks Transportation - Airline industry, posted revenues of $4.01 billion for the quarter ended March 2021, missing the Zacks Consensus Estimate by 0.57%. This compares to year-ago revenues of $8.52 billion. The company has topped consensus revenue estimates three times over the last four quarters. The sustainability of the stock's immediate price movement based on the recently-released numbers and future earnings expectations will mostly depend on management's commentary on the earnings call. American Airlines shares have added about 29.2% since the beginning of the year versus the S&P 500's gain of 10.1%. What's Next for American Airlines? While American Airlines has outperformed the market so far this year, the question that comes to investors' minds is: what's next for the stock? There are no easy answers to this key question, but one reliable measure that can help investors address this is the company's earnings outlook. Not only does this include current consensus earnings expectations for the coming quarter(s), but also how these expectations have changed lately. Empirical research shows a strong correlation between near-term stock movements and trends in earnings estimate revisions. Investors can track such revisions by themselves or rely on a tried-and-tested rating tool like the Zacks Rank, which has an impressive track record of harnessing the power of earnings estimate revisions.    ",https://finance.yahoo.com/news/american-airlines-aal-reports-q1-121512406.html
2021-04-22T12:13:46.000Z,American Airlines Earnings: What Happened With AAL,https://www.investopedia.com/american-airlines-q1-fy2021-earnings-report-recap-5179960?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral,https://finance.yahoo.com/m/7aebc2a7-6dbb-3d75-8773-dd87b82f688e/american-airlines-earnings-.html
2021-04-22T11:21:27.000Z,Israel targets tourism boost after rapid COVID-19 vaccine roll-out,"* Foreign tourist groups to be allowed to enter May 23 * American Airlines launching flights from NY, Miami, Dallas * United also boosting flights from U.S. to Israel * More than half of Israel's population fully vaccinated By Steven Scheer JERUSALEM, April 22 (Reuters) - Israel's struggling tourism sector hopes to reap quick benefits when the country reopens next month after a rapid COVID-19 vaccination campaign. Airlines are racing to add flights to Tel Aviv as groups of foreign tourists who have been vaccinated against COVID-19 will be allowed into Israel from May 23. ""As we look to the world reopening and travel resuming, the Italies and Frances are a little behind Israel in terms of when we anticipate travel will reopen. And that's due to vaccines,"" said Brian Znotins, vice president of network and schedule planning at American Airlines, referring to two other tourist destinations. Israel, which has vaccinated more than half its population, sees its main challenge as ensuring its reopening does not allow another increase in COVID-19 infections. ""We do not want to risk any of the variants that might come into Israel and jeopardize normalcy,"" Tourism Minister Orit Farkash-Hacohen told Reuters. But, describing Israel as the first country to exit the pandemic, she said it ""should harness this advantage to our economic and tourism benefit."" The concerns about preventing another rise in infections mean Israel is initially opening only to small groups of tourists. It could take at least until July for all tourists to be able to come. Other problems facing the global tourism sector include convincing people it is safe to travel and quarantine requirements in many countries for people returning from abroad. Israel will also face competition from other countries planning to open, such as Greece. With the biggest percentage of tourists to Israel coming from the United States, American Airlines is launching flights from New York in early May and from Miami a month later, using Boeing 777 aircraft grounded during the pandemic.              ",https://finance.yahoo.com/news/israel-targets-tourism-boost-rapid-112127028.html
